Age,Workclass,fnlwgt,Education,education-num,Marital-status,Marital-Status Index,Occupation,relationship,race,sex,captial gain,capital loss,hours per week,Native-country,Salary range,Salary
28, ?,174666, 10th,6, Separated,5, ?, Not-in-family, White, Male,0,0,80, United-States, <=50K,43094
25, Private,169759, HS-grad,9, Never-married,1, Handlers-cleaners, Own-child, White, Male,0,0,95, United-States, <=50K,14580
49, Self-emp-not-inc,181547, Assoc-acdm,12, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,30, Columbia, <=50K,31975
52, Private,95704, 9th,5, Married-civ-spouse,2, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K,36616
23, Private,237432, Bachelors,13, Never-married,1, Prof-specialty, Not-in-family, White, Male,0,0,40, ?, <=50K,41493
32, Private,226267, 5th-6th,3, Married-spouse-absent,4, Craft-repair, Other-relative, White, Male,0,0,40, El-Salvador, <=50K,12529
31, Private,159979, Some-college,10, Never-married,1, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K,11343
30, Private,203488, HS-grad,9, Never-married,1, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K,43660
24, Private,403671, HS-grad,9, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K,28034
45, Private,192323, Assoc-acdm,12, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,66, Yugoslavia, <=50K,23596
30, Private,167832, HS-grad,9, Married-civ-spouse,2, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K,33396
52, Private,145166, Bachelors,13, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,15024,0,55, United-States, >50K,173240
42, State-gov,155657, HS-grad,9, Divorced,3, Adm-clerical, Not-in-family, Black, Female,0,0,25, United-States, <=50K,40338
49, Private,116789, HS-grad,9, Married-civ-spouse,2, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K,17607
20, Private,39234, HS-grad,9, Never-married,1, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K,18664
25, Private,124111, Bachelors,13, Never-married,1, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K,45246
41, Private,172828, 9th,5, Married-civ-spouse,2, Other-service, Husband, White, Male,0,0,55, Outlying-US(Guam-USVI-etc), <=50K,37905
55, Private,143372, HS-grad,9, Divorced,3, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K,40873
31, Self-emp-not-inc,265807, Assoc-voc,11, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,3137,0,50, United-States, <=50K,24260
25, State-gov,218184, Bachelors,13, Never-married,1, Protective-serv, Not-in-family, Black, Female,0,0,40, United-States, <=50K,25210
32, Private,154087, HS-grad,9, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K,46521
29, Federal-gov,440647, Some-college,10, Never-married,1, Adm-clerical, Other-relative, White, Male,0,0,40, United-States, <=50K,15678
37, Private,193952, HS-grad,9, Divorced,3, Other-service, Not-in-family, Black, Female,0,0,40, ?, <=50K,26077
52, Private,125932, 7th-8th,4, Widowed,7, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K,29846
19, Private,284652, Some-college,10, Never-married,1, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K,12212
21, ?,214635, Some-college,10, Never-married,1, ?, Own-child, White, Male,0,0,24, United-States, <=50K,29546
43, Private,173316, Assoc-acdm,12, Divorced,3, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K,47273
39, State-gov,65390, Some-college,10, Married-civ-spouse,2, Adm-clerical, Husband, White, Male,0,0,40, ?, <=50K,45852
40, Self-emp-inc,45054, Some-college,10, Married-civ-spouse,2, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K,74928
54, Private,185042, 1st-4th,2, Separated,5, Priv-house-serv, Other-relative, White, Female,0,0,40, Mexico, <=50K,17002
35, Private,117381, Bachelors,13, Divorced,3, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K,38326
34, Private,258666, Assoc-voc,11, Never-married,1, Tech-support, Not-in-family, White, Female,0,1974,40, United-States, <=50K,17495
35, Private,179668, Some-college,10, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K,369982
57, Private,127277, Doctorate,16, Married-civ-spouse,2, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan, >50K,254124
26, Private,192022, Bachelors,13, Never-married,1, Other-service, Other-relative, White, Female,0,0,40, United-States, <=50K,45011
55, Self-emp-not-inc,99551, Bachelors,13, Widowed,7, Sales, Unmarried, White, Female,0,0,15, United-States, <=50K,31313
51, Private,208899, Bachelors,13, Separated,5, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K,12382
35, Private,287658, Assoc-acdm,12, Never-married,1, Transport-moving, Not-in-family, Black, Male,0,0,30, Jamaica, <=50K,32928
31, Private,196125, HS-grad,9, Married-civ-spouse,2, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K,36210
17, Private,275051, 11th,7, Never-married,1, Adm-clerical, Own-child, White, Female,0,0,8, United-States, <=50K,20303
38, Private,23892, HS-grad,9, Married-civ-spouse,2, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K,40776
39, Federal-gov,376455, Prof-school,15, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,0,1887,50, United-States, >50K,252409
29, Private,267989, HS-grad,9, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K,43555
39, Private,30269, Assoc-voc,11, Divorced,3, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K,46856
42, Private,204235, Some-college,10, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K,264056
46, Local-gov,209057, Masters,14, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K,356143
73, Private,349347, 7th-8th,4, Married-civ-spouse,2, Handlers-cleaners, Husband, White, Male,0,0,25, United-States, <=50K,41993
47, Local-gov,154033, Some-college,10, Divorced,3, Prof-specialty, Not-in-family, White, Female,0,1876,40, United-States, <=50K,31248
28, Private,124680, HS-grad,9, Never-married,1, Sales, Unmarried, White, Female,0,0,70, United-States, <=50K,28154
27, Private,132805, 10th,6, Never-married,1, Sales, Other-relative, White, Male,0,1980,40, United-States, <=50K,39533
38, Private,99233, Prof-school,15, Never-married,1, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K,258692
19, Private,224849, HS-grad,9, Never-married,1, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K,40109
60, Local-gov,101110, Assoc-voc,11, Divorced,3, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, >50K,320355
24, Private,184839, Some-college,10, Never-married,1, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K,47081
52, Private,302847, 11th,7, Married-civ-spouse,2, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K,10953
36, Private,181322, Bachelors,13, Divorced,3, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K,43952
26, Local-gov,192213, Masters,14, Never-married,1, Prof-specialty, Not-in-family, White, Female,0,0,40, Canada, <=50K,40996
28, State-gov,37250, Bachelors,13, Never-married,1, Prof-specialty, Own-child, White, Male,0,0,16, United-States, <=50K,13878
38, Self-emp-inc,140854, Bachelors,13, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K,138266
47, Private,158286, Masters,14, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K,162490
50, Private,269095, Bachelors,13, Divorced,3, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, >50K,268254
27, Private,279960, HS-grad,9, Married-civ-spouse,2, Sales, Husband, White, Male,0,0,40, United-States, <=50K,20265
47, Private,176239, Some-college,10, Widowed,7, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K,35751
36, Private,115360, 10th,6, Married-civ-spouse,2, Machine-op-inspct, Own-child, White, Female,3464,0,40, United-States, <=50K,49740
49, Private,337666, HS-grad,9, Divorced,3, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K,48736
68, ?,255276, Some-college,10, Married-civ-spouse,2, ?, Husband, White, Male,0,0,48, United-States, >50K,316333
63, Private,145212, HS-grad,9, Divorced,3, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K,35130
36, Private,185099, HS-grad,9, Married-civ-spouse,2, Transport-moving, Husband, White, Male,0,0,70, United-States, >50K,150869
42, Private,142756, Some-college,10, Divorced,3, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K,11839
28, Private,156300, Masters,14, Never-married,1, Exec-managerial, Not-in-family, Black, Female,0,0,45, United-States, <=50K,28848
68, ?,186266, HS-grad,9, Married-civ-spouse,2, ?, Wife, White, Female,0,0,8, United-States, <=50K,20327
38, Private,219137, HS-grad,9, Married-civ-spouse,2, Adm-clerical, Wife, White, Female,0,0,22, United-States, <=50K,47569
43, Private,110970, Bachelors,13, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K,384951
49, Private,203067, Some-college,10, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K,146790
59, Private,148844, HS-grad,9, Divorced,3, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K,38236
25, Private,154941, Bachelors,13, Married-civ-spouse,2, Sales, Husband, White, Male,0,0,40, United-States, >50K,300358
26, Private,124111, Assoc-acdm,12, Never-married,1, Prof-specialty, Not-in-family, White, Female,0,0,36, United-States, <=50K,10782
59, Private,157303, Some-college,10, Divorced,3, Prof-specialty, Not-in-family, White, Female,0,0,48, United-States, <=50K,10164
34, Private,113838, Some-college,10, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K,29366
34, Private,165737, Masters,14, Married-civ-spouse,2, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,43, India, >50K,368795
67, Private,140849, HS-grad,9, Widowed,7, Other-service, Not-in-family, White, Female,0,0,24, United-States, <=50K,12989
45, Private,200363, Assoc-voc,11, Divorced,3, Exec-managerial, Not-in-family, White, Female,0,0,44, United-States, <=50K,43805
64, Private,180247, 7th-8th,4, Married-civ-spouse,2, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K,26743
51, Private,82578, Masters,14, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,0,0,38, Canada, >50K,71014
31, Private,227146, Bachelors,13, Married-civ-spouse,2, Sales, Husband, White, Male,0,0,55, United-States, >50K,66560
42, Self-emp-inc,348886, Bachelors,13, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K,225306
65, Private,90907, 5th-6th,3, Married-civ-spouse,2, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K,27268
23, Private,142766, Some-college,10, Never-married,1, Adm-clerical, Not-in-family, White, Male,0,0,20, United-States, <=50K,47664
31, Private,246439, Some-college,10, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K,42702
33, Private,184784, 10th,6, Divorced,3, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K,41528
17, Local-gov,195262, 11th,7, Never-married,1, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K,36390
63, Private,167967, Masters,14, Married-civ-spouse,2, Handlers-cleaners, Husband, White, Male,0,0,46, United-States, <=50K,10991
48, Private,145636, HS-grad,9, Married-civ-spouse,2, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, >50K,127718
45, Local-gov,170099, Assoc-acdm,12, Married-civ-spouse,2, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K,42009
17, Private,228253, 10th,6, Never-married,1, Handlers-cleaners, Own-child, White, Male,0,0,10, United-States, <=50K,15242
26, Local-gov,205570, HS-grad,9, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,23617
38, Federal-gov,506830, Some-college,10, Divorced,3, Tech-support, Unmarried, Black, Female,0,0,40, United-States, <=50K,23507
29, Private,412435, HS-grad,9, Married-civ-spouse,2, Exec-managerial, Wife, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K,41501
44, Private,163331, Some-college,10, Widowed,7, Adm-clerical, Unmarried, White, Female,0,0,32, United-States, <=50K,36563
43, Federal-gov,222756, Masters,14, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,38129
39, State-gov,318918, Bachelors,13, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K,16091
43, Private,105188, HS-grad,9, Never-married,1, Other-service, Not-in-family, Black, Male,0,0,40, Haiti, <=50K,11216
23, Private,199884, HS-grad,9, Never-married,1, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K,43246
19, Private,96483, HS-grad,9, Never-married,1, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K,21901
49, Self-emp-not-inc,192203, 9th,5, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,40, Canada, <=50K,44916
52, Private,203392, Some-college,10, Married-civ-spouse,2, Craft-repair, Husband, White, Male,5013,0,40, United-States, <=50K,31912
32, Private,99646, HS-grad,9, Married-civ-spouse,2, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K,17925
38, Private,167440, Bachelors,13, Married-civ-spouse,2, Transport-moving, Husband, White, Male,4508,0,40, United-States, <=50K,30032
25, ?,210095, 5th-6th,3, Never-married,1, ?, Unmarried, White, Female,0,0,25, El-Salvador, <=50K,28883
44, Private,219591, Some-college,10, Divorced,3, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K,21413
63, Private,30270, 7th-8th,4, Married-civ-spouse,2, Sales, Husband, White, Male,0,0,40, United-States, <=50K,22945
42, Local-gov,226020, HS-grad,9, Separated,5, Other-service, Not-in-family, Black, Female,0,0,60, ?, <=50K,32117
21, Private,314165, Some-college,10, Never-married,1, Sales, Own-child, White, Male,0,0,40, Columbia, <=50K,41002
32, Private,330715, Some-college,10, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,10978
24, Self-emp-not-inc,35448, HS-grad,9, Separated,5, Other-service, Unmarried, White, Female,0,0,50, United-States, <=50K,33868
50, State-gov,172970, HS-grad,9, Married-civ-spouse,2, Transport-moving, Husband, White, Male,0,0,40, Puerto-Rico, <=50K,26695
26, Self-emp-inc,189502, Bachelors,13, Married-civ-spouse,2, Sales, Husband, White, Male,0,0,80, United-States, >50K,254281
35, Private,61518, HS-grad,9, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K,48609
31, Private,574005, Bachelors,13, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,44, United-States, >50K,367818
24, Private,281356, 1st-4th,2, Never-married,1, Farming-fishing, Not-in-family, Other, Male,0,0,66, Mexico, <=50K,38710
40, Private,138975, HS-grad,9, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,56, United-States, <=50K,48944
31, Private,176969, Bachelors,13, Never-married,1, Exec-managerial, Not-in-family, White, Male,0,0,55, United-States, <=50K,17213
43, Private,132393, HS-grad,9, Never-married,1, Handlers-cleaners, Own-child, White, Male,0,0,40, Poland, <=50K,49809
44, Private,194924, HS-grad,9, Married-civ-spouse,2, Sales, Husband, White, Male,0,0,35, United-States, >50K,310420
40, Private,478205, Bachelors,13, Never-married,1, Prof-specialty, Other-relative, White, Female,0,0,40, United-States, <=50K,41586
75, ?,128224, 5th-6th,3, Married-civ-spouse,2, ?, Husband, White, Male,0,0,25, United-States, <=50K,30137
52, Local-gov,30118, Some-college,10, Married-civ-spouse,2, Protective-serv, Husband, White, Male,3137,0,42, United-States, <=50K,27239
51, Self-emp-not-inc,290688, 5th-6th,3, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,46205
39, State-gov,85566, Bachelors,13, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K,22935
40, Private,121874, Assoc-acdm,12, Married-civ-spouse,2, Sales, Husband, White, Male,7688,0,50, United-States, >50K,150418
40, Self-emp-not-inc,29036, Some-college,10, Never-married,1, Machine-op-inspct, Not-in-family, White, Male,0,0,35, United-States, <=50K,23006
33, Private,348152, HS-grad,9, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,13593
38, Local-gov,73715, Some-college,10, Married-civ-spouse,2, Protective-serv, Husband, White, Male,0,0,60, United-States, >50K,294726
29, Private,151382, Assoc-voc,11, Divorced,3, Handlers-cleaners, Unmarried, White, Male,0,0,50, United-States, <=50K,49635
37, Private,236359, Some-college,10, Divorced,3, Adm-clerical, Not-in-family, Black, Female,0,0,37, United-States, <=50K,44239
37, Private,19899, HS-grad,9, Married-civ-spouse,2, Craft-repair, Husband, White, Male,15024,0,45, United-States, >50K,184125
19, Private,138760, HS-grad,9, Never-married,1, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K,43071
46, Local-gov,354962, HS-grad,9, Married-civ-spouse,2, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K,34052
46, Private,181363, Assoc-acdm,12, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K,111752
37, Private,393360, Some-college,10, Never-married,1, Protective-serv, Own-child, Black, Male,0,0,30, United-States, <=50K,43266
34, Private,210736, Some-college,10, Separated,5, Adm-clerical, Unmarried, Black, Female,0,0,40, ?, <=50K,24783
38, Private,110013, Some-college,10, Divorced,3, Adm-clerical, Unmarried, White, Female,0,0,43, United-States, <=50K,48084
26, Private,193304, HS-grad,9, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,48869
34, Private,118551, Bachelors,13, Never-married,1, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K,22816
57, Private,201991, Bachelors,13, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K,35819
33, Private,157446, 11th,7, Never-married,1, Craft-repair, Not-in-family, White, Male,0,0,65, United-States, <=50K,23123
26, Local-gov,283217, Some-college,10, Never-married,1, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K,34764
20, Private,247794, HS-grad,9, Never-married,1, Sales, Not-in-family, White, Female,0,0,84, United-States, <=50K,22216
38, Private,43712, Bachelors,13, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,7298,0,60, United-States, >50K,84632
61, Private,35649, Some-college,10, Married-civ-spouse,2, Other-service, Husband, White, Male,0,0,6, United-States, <=50K,17164
36, Self-emp-not-inc,342719, Doctorate,16, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,0,0,45, ?, >50K,270983
61, ?,71467, HS-grad,9, Married-civ-spouse,2, ?, Husband, White, Male,3103,0,40, United-States, >50K,64017
17, Private,271837, Some-college,10, Never-married,1, Craft-repair, Own-child, White, Male,0,0,16, United-States, <=50K,15116
40, Private,400061, Some-college,10, Married-civ-spouse,2, Machine-op-inspct, Husband, Other, Male,0,0,40, United-States, >50K,221297
18, Private,62972, 11th,7, Never-married,1, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K,44902
21, Private,174907, Assoc-acdm,12, Never-married,1, Sales, Own-child, White, Female,0,0,32, United-States, <=50K,20859
41, Private,176452, HS-grad,9, Never-married,1, Other-service, Own-child, White, Male,0,0,40, Peru, <=50K,27321
46, Private,268358, 11th,7, Separated,5, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K,24294
55, Federal-gov,176904, HS-grad,9, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K,13215
27, Private,176683, Assoc-acdm,12, Never-married,1, Sales, Not-in-family, White, Male,0,0,52, United-States, <=50K,16816
39, Private,98077, HS-grad,9, Married-civ-spouse,2, Other-service, Husband, White, Male,0,0,42, United-States, <=50K,41116
36, Private,266461, HS-grad,9, Never-married,1, Transport-moving, Own-child, Black, Male,0,0,48, United-States, <=50K,47369
51, Private,312477, Some-college,10, Married-civ-spouse,2, Transport-moving, Husband, White, Male,3908,0,40, United-States, <=50K,22383
27, Private,604045, Bachelors,13, Never-married,1, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K,13075
30, Local-gov,131568, Bachelors,13, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K,153350
42, Private,97688, HS-grad,9, Divorced,3, Sales, Not-in-family, White, Male,0,0,47, United-States, <=50K,30893
23, Private,373628, Bachelors,13, Never-married,1, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K,47320
56, Private,367984, Assoc-voc,11, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K,376646
41, Self-emp-not-inc,193459, Some-college,10, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K,37034
49, Private,250733, HS-grad,9, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,46, United-States, <=50K,33033
46, Federal-gov,199725, Assoc-voc,11, Divorced,3, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, United-States, <=50K,23364
54, Private,156877, HS-grad,9, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,40, Greece, <=50K,24142
38, Private,122076, Some-college,10, Married-civ-spouse,2, Transport-moving, Husband, White, Male,7298,0,43, United-States, >50K,288499
45, Self-emp-not-inc,216402, Prof-school,15, Married-civ-spouse,2, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, India, >50K,248681
50, Self-emp-not-inc,42402, Prof-school,15, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,0,2415,30, United-States, >50K,273113
22, Private,315974, Some-college,10, Never-married,1, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K,39032
31, Private,63437, HS-grad,9, Never-married,1, Farming-fishing, Not-in-family, White, Male,0,0,40, Ireland, <=50K,24061
27, Private,160786, HS-grad,9, Divorced,3, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K,48187
34, Private,85374, HS-grad,9, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,30017
46, Private,465974, 11th,7, Never-married,1, Transport-moving, Own-child, White, Male,0,0,30, United-States, <=50K,29691
47, Private,78529, Bachelors,13, Married-civ-spouse,2, Sales, Husband, White, Male,0,0,60, United-States, >50K,169888
36, State-gov,98037, Assoc-voc,11, Married-civ-spouse,2, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K,16172
22, Private,178390, HS-grad,9, Never-married,1, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K,21124
51, Private,210940, HS-grad,9, Married-civ-spouse,2, Sales, Husband, White, Male,0,2002,45, United-States, <=50K,12913
43, Private,64506, Some-college,10, Divorced,3, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K,21783
54, Private,128378, Some-college,10, Widowed,7, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K,37754
24, Private,234460, 9th,5, Never-married,1, Machine-op-inspct, Own-child, Black, Female,0,0,40, Dominican-Republic, <=50K,16539
29, Private,176760, Prof-school,15, Never-married,1, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,55, United-States, <=50K,23874
40, State-gov,59460, Some-college,10, Divorced,3, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K,40315
18, Private,234428, 11th,7, Never-married,1, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K,47081
31, Private,215047, Bachelors,13, Never-married,1, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K,40528
57, Private,140426, Doctorate,16, Married-civ-spouse,2, Tech-support, Husband, White, Male,0,1977,40, Germany, >50K,283413
32, Private,191777, Masters,14, Never-married,1, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K,29226
48, Private,148995, Masters,14, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K,326555
24, Private,229773, Some-college,10, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K,32857
24, Private,174461, Assoc-acdm,12, Divorced,3, Other-service, Not-in-family, White, Female,0,0,22, United-States, <=50K,23962
24, Private,250647, Assoc-voc,11, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,40, Guatemala, <=50K,28295
49, Local-gov,119904, Bachelors,13, Married-civ-spouse,2, Prof-specialty, Wife, White, Female,7688,0,30, United-States, >50K,51464
27, Self-emp-not-inc,151402, HS-grad,9, Married-civ-spouse,2, Farming-fishing, Husband, White, Male,0,1573,70, United-States, <=50K,22014
37, Private,184556, Some-college,10, Divorced,3, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K,24527
33, Private,263561, Some-college,10, Married-civ-spouse,2, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K,103332
19, Private,177945, Some-college,10, Never-married,1, Sales, Own-child, White, Male,0,0,25, United-States, <=50K,30442
45, Private,306889, Bachelors,13, Married-civ-spouse,2, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K,356095
54, Local-gov,54377, Masters,14, Divorced,3, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K,25586
47, Private,144351, HS-grad,9, Divorced,3, Craft-repair, Unmarried, White, Male,0,625,40, United-States, <=50K,23256
22, Private,95566, Some-college,10, Married-spouse-absent,4, Sales, Own-child, Other, Female,0,0,22, Dominican-Republic, <=50K,45554
20, Private,181675, HS-grad,9, Never-married,1, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K,25411
36, Private,172129, 9th,5, Married-civ-spouse,2, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K,28463
49, ?,350759, HS-grad,9, Married-civ-spouse,2, ?, Husband, White, Male,0,0,40, United-States, <=50K,42636
58, Self-emp-not-inc,105592, 7th-8th,4, Married-civ-spouse,2, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K,222811
20, ?,200061, Some-college,10, Never-married,1, ?, Own-child, White, Female,0,0,40, ?, <=50K,33427
34, Self-emp-inc,200689, Bachelors,13, Divorced,3, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K,24607
36, Private,386726, Masters,14, Married-civ-spouse,2, Prof-specialty, Wife, White, Female,0,1977,44, United-States, >50K,182976
28, Local-gov,135567, Bachelors,13, Never-married,1, Adm-clerical, Not-in-family, Black, Female,4101,0,60, United-States, <=50K,35840
38, Local-gov,282753, Assoc-voc,11, Divorced,3, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K,36194
32, Private,137367, 11th,7, Never-married,1, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, India, <=50K,49840
35, Self-emp-inc,153976, HS-grad,9, Married-civ-spouse,2, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K,18990
51, Self-emp-inc,96062, Assoc-acdm,12, Married-civ-spouse,2, Sales, Husband, White, Male,0,0,60, United-States, <=50K,10241
33, Private,152933, Some-college,10, Never-married,1, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K,44193
71, Private,97870, Masters,14, Divorced,3, Prof-specialty, Not-in-family, White, Female,0,0,15, Germany, <=50K,13156
48, Private,254291, Masters,14, Married-civ-spouse,2, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K,359944
53, Self-emp-not-inc,101432, HS-grad,9, Married-civ-spouse,2, Sales, Husband, White, Male,0,0,50, United-States, <=50K,21812
40, Private,125776, Assoc-voc,11, Married-civ-spouse,2, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K,316316
